image_id,file_path,split
caltech_airplanes_001,data/processed/caltech_airplanes_001.png,train
caltech_helicopter_002,data/processed/caltech_helicopter_002.png,train
caltech_dollar_bill_009,data/processed/caltech_dollar_bill_009.png,train
caltech_lamp_006,data/processed/caltech_lamp_006.png,train
caltech_octopus_010,data/processed/caltech_octopus_010.png,train
caltech_bass_002,data/processed/caltech_bass_002.png,train
caltech_metronome_007,data/processed/caltech_metronome_007.png,train
caltech_laptop_007,data/processed/caltech_laptop_007.png,train
caltech_accordion_006,data/processed/caltech_accordion_006.png,train
caltech_ferry_007,data/processed/caltech_ferry_007.png,train
caltech_watch_009,data/processed/caltech_watch_009.png,train
caltech_sea_horse_002,data/processed/caltech_sea_horse_002.png,train
caltech_crayfish_006,data/processed/caltech_crayfish_006.png,train
caltech_schooner_008,data/processed/caltech_schooner_008.png,train
caltech_Faces_006,data/processed/caltech_Faces_006.png,train
caltech_dalmatian_004,data/processed/caltech_dalmatian_004.png,train
caltech_hedgehog_001,data/processed/caltech_hedgehog_001.png,train
caltech_ant_010,data/processed/caltech_ant_010.png,train
caltech_stapler_006,data/processed/caltech_stapler_006.png,train
caltech_cellphone_004,data/processed/caltech_cellphone_004.png,train
caltech_binocular_001,data/processed/caltech_binocular_001.png,train
caltech_ibis_004,data/processed/caltech_ibis_004.png,train
caltech_trilobite_006,data/processed/caltech_trilobite_006.png,train
caltech_soccer_ball_002,data/processed/caltech_soccer_ball_002.png,train
caltech_dragonfly_002,data/processed/caltech_dragonfly_002.png,train
caltech_flamingo_007,data/processed/caltech_flamingo_007.png,train
caltech_flamingo_006,data/processed/caltech_flamingo_006.png,train
caltech_stop_sign_007,data/processed/caltech_stop_sign_007.png,train
caltech_saxophone_007,data/processed/caltech_saxophone_007.png,train
caltech_sea_horse_001,data/processed/caltech_sea_horse_001.png,train
caltech_wrench_009,data/processed/caltech_wrench_009.png,train
caltech_Faces_007,data/processed/caltech_Faces_007.png,train
caltech_gramophone_007,data/processed/caltech_gramophone_007.png,train
caltech_crocodile_010,data/processed/caltech_crocodile_010.png,train
caltech_car_side_004,data/processed/caltech_car_side_004.png,train
caltech_sunflower_010,data/processed/caltech_sunflower_010.png,train
caltech_accordion_001,data/processed/caltech_accordion_001.png,train
caltech_crab_003,data/processed/caltech_crab_003.png,train
caltech_accordion_002,data/processed/caltech_accordion_002.png,train
caltech_flamingo_head_002,data/processed/caltech_flamingo_head_002.png,train
caltech_gramophone_006,data/processed/caltech_gramophone_006.png,train
caltech_euphonium_006,data/processed/caltech_euphonium_006.png,train
caltech_stop_sign_008,data/processed/caltech_stop_sign_008.png,train
caltech_crocodile_head_006,data/processed/caltech_crocodile_head_006.png,train
caltech_euphonium_005,data/processed/caltech_euphonium_005.png,train
caltech_crocodile_head_001,data/processed/caltech_crocodile_head_001.png,train
caltech_cellphone_001,data/processed/caltech_cellphone_001.png,train
caltech_Motorbikes_007,data/processed/caltech_Motorbikes_007.png,train
caltech_pyramid_008,data/processed/caltech_pyramid_008.png,train
caltech_wild_cat_008,data/processed/caltech_wild_cat_008.png,train
caltech_llama_009,data/processed/caltech_llama_009.png,train
caltech_helicopter_006,data/processed/caltech_helicopter_006.png,train
caltech_crocodile_head_008,data/processed/caltech_crocodile_head_008.png,train
caltech_tick_008,data/processed/caltech_tick_008.png,train
caltech_rooster_010,data/processed/caltech_rooster_010.png,train
caltech_beaver_008,data/processed/caltech_beaver_008.png,train
caltech_nautilus_009,data/processed/caltech_nautilus_009.png,train
caltech_dollar_bill_005,data/processed/caltech_dollar_bill_005.png,train
caltech_okapi_003,data/processed/caltech_okapi_003.png,train
caltech_inline_skate_008,data/processed/caltech_inline_skate_008.png,train
caltech_chair_002,data/processed/caltech_chair_002.png,train
caltech_flamingo_002,data/processed/caltech_flamingo_002.png,train
caltech_butterfly_003,data/processed/caltech_butterfly_003.png,train
caltech_barrel_008,data/processed/caltech_barrel_008.png,train
caltech_scissors_003,data/processed/caltech_scissors_003.png,train
caltech_crayfish_002,data/processed/caltech_crayfish_002.png,train
caltech_scissors_004,data/processed/caltech_scissors_004.png,train
caltech_menorah_005,data/processed/caltech_menorah_005.png,train
caltech_bonsai_006,data/processed/caltech_bonsai_006.png,train
caltech_pyramid_005,data/processed/caltech_pyramid_005.png,train
caltech_anchor_006,data/processed/caltech_anchor_006.png,train
caltech_Faces_002,data/processed/caltech_Faces_002.png,train
caltech_schooner_006,data/processed/caltech_schooner_006.png,train
caltech_brain_003,data/processed/caltech_brain_003.png,train
caltech_chandelier_008,data/processed/caltech_chandelier_008.png,train
caltech_dolphin_003,data/processed/caltech_dolphin_003.png,train
caltech_cougar_face_001,data/processed/caltech_cougar_face_001.png,train
kodim11,data/processed/kodim11.png,train
kodim06,data/processed/kodim06.png,train
caltech_car_side_005,data/processed/caltech_car_side_005.png,train
caltech_okapi_004,data/processed/caltech_okapi_004.png,train
caltech_saxophone_002,data/processed/caltech_saxophone_002.png,train
caltech_cougar_body_005,data/processed/caltech_cougar_body_005.png,train
caltech_buddha_010,data/processed/caltech_buddha_010.png,train
caltech_water_lilly_005,data/processed/caltech_water_lilly_005.png,train
caltech_joshua_tree_005,data/processed/caltech_joshua_tree_005.png,train
caltech_strawberry_006,data/processed/caltech_strawberry_006.png,train
caltech_dalmatian_002,data/processed/caltech_dalmatian_002.png,train
caltech_umbrella_002,data/processed/caltech_umbrella_002.png,train
caltech_stapler_010,data/processed/caltech_stapler_010.png,train
caltech_inline_skate_004,data/processed/caltech_inline_skate_004.png,train
caltech_gerenuk_004,data/processed/caltech_gerenuk_004.png,train
caltech_kangaroo_003,data/processed/caltech_kangaroo_003.png,train
caltech_mandolin_007,data/processed/caltech_mandolin_007.png,train
caltech_wild_cat_001,data/processed/caltech_wild_cat_001.png,train
caltech_chair_009,data/processed/caltech_chair_009.png,train
caltech_flamingo_003,data/processed/caltech_flamingo_003.png,train
caltech_wheelchair_004,data/processed/caltech_wheelchair_004.png,train
caltech_ewer_009,data/processed/caltech_ewer_009.png,train
caltech_flamingo_head_008,data/processed/caltech_flamingo_head_008.png,train
caltech_stop_sign_010,data/processed/caltech_stop_sign_010.png,train
caltech_laptop_003,data/processed/caltech_laptop_003.png,train
caltech_BACKGROUND_Google_007,data/processed/caltech_BACKGROUND_Google_007.png,train
caltech_electric_guitar_010,data/processed/caltech_electric_guitar_010.png,train
caltech_gerenuk_002,data/processed/caltech_gerenuk_002.png,train
caltech_llama_006,data/processed/caltech_llama_006.png,train
caltech_dragonfly_007,data/processed/caltech_dragonfly_007.png,train
caltech_panda_001,data/processed/caltech_panda_001.png,train
caltech_elephant_008,data/processed/caltech_elephant_008.png,train
caltech_revolver_005,data/processed/caltech_revolver_005.png,train
caltech_cannon_006,data/processed/caltech_cannon_006.png,train
caltech_mayfly_008,data/processed/caltech_mayfly_008.png,train
caltech_euphonium_001,data/processed/caltech_euphonium_001.png,train
caltech_soccer_ball_007,data/processed/caltech_soccer_ball_007.png,train
caltech_pyramid_004,data/processed/caltech_pyramid_004.png,train
caltech_revolver_004,data/processed/caltech_revolver_004.png,train
caltech_pigeon_002,data/processed/caltech_pigeon_002.png,train
caltech_chandelier_009,data/processed/caltech_chandelier_009.png,train
caltech_scissors_002,data/processed/caltech_scissors_002.png,train
caltech_stop_sign_004,data/processed/caltech_stop_sign_004.png,train
caltech_brain_002,data/processed/caltech_brain_002.png,train
caltech_euphonium_010,data/processed/caltech_euphonium_010.png,train
caltech_okapi_008,data/processed/caltech_okapi_008.png,train
caltech_crab_008,data/processed/caltech_crab_008.png,train
caltech_cannon_005,data/processed/caltech_cannon_005.png,train
caltech_garfield_007,data/processed/caltech_garfield_007.png,train
caltech_llama_001,data/processed/caltech_llama_001.png,train
caltech_platypus_004,data/processed/caltech_platypus_004.png,train
caltech_revolver_009,data/processed/caltech_revolver_009.png,train
caltech_lobster_005,data/processed/caltech_lobster_005.png,train
caltech_pagoda_001,data/processed/caltech_pagoda_001.png,train
caltech_kangaroo_008,data/processed/caltech_kangaroo_008.png,train
caltech_hawksbill_002,data/processed/caltech_hawksbill_002.png,train
caltech_butterfly_009,data/processed/caltech_butterfly_009.png,train
caltech_laptop_004,data/processed/caltech_laptop_004.png,train
caltech_chair_006,data/processed/caltech_chair_006.png,train
caltech_elephant_002,data/processed/caltech_elephant_002.png,train
caltech_crab_009,data/processed/caltech_crab_009.png,train
caltech_scorpion_007,data/processed/caltech_scorpion_007.png,train
caltech_mandolin_008,data/processed/caltech_mandolin_008.png,train
caltech_starfish_009,data/processed/caltech_starfish_009.png,train
caltech_pyramid_009,data/processed/caltech_pyramid_009.png,train
caltech_revolver_002,data/processed/caltech_revolver_002.png,train
caltech_dolphin_007,data/processed/caltech_dolphin_007.png,train
caltech_accordion_008,data/processed/caltech_accordion_008.png,train
caltech_cannon_007,data/processed/caltech_cannon_007.png,train
caltech_llama_007,data/processed/caltech_llama_007.png,train
caltech_pizza_003,data/processed/caltech_pizza_003.png,train
caltech_cup_003,data/processed/caltech_cup_003.png,train
caltech_ketch_009,data/processed/caltech_ketch_009.png,train
caltech_grand_piano_008,data/processed/caltech_grand_piano_008.png,train
caltech_accordion_010,data/processed/caltech_accordion_010.png,train
caltech_elephant_001,data/processed/caltech_elephant_001.png,train
caltech_Motorbikes_010,data/processed/caltech_Motorbikes_010.png,train
caltech_pyramid_001,data/processed/caltech_pyramid_001.png,train
caltech_lotus_008,data/processed/caltech_lotus_008.png,train
caltech_brontosaurus_006,data/processed/caltech_brontosaurus_006.png,train
caltech_minaret_002,data/processed/caltech_minaret_002.png,train
caltech_windsor_chair_002,data/processed/caltech_windsor_chair_002.png,train
caltech_dragonfly_001,data/processed/caltech_dragonfly_001.png,train
caltech_ant_008,data/processed/caltech_ant_008.png,train
caltech_camera_002,data/processed/caltech_camera_002.png,train
caltech_buddha_004,data/processed/caltech_buddha_004.png,train
caltech_panda_009,data/processed/caltech_panda_009.png,train
caltech_ant_007,data/processed/caltech_ant_007.png,train
caltech_trilobite_001,data/processed/caltech_trilobite_001.png,train
caltech_starfish_003,data/processed/caltech_starfish_003.png,train
caltech_Faces_easy_010,data/processed/caltech_Faces_easy_010.png,train
caltech_ibis_003,data/processed/caltech_ibis_003.png,train
caltech_wild_cat_006,data/processed/caltech_wild_cat_006.png,train
caltech_wheelchair_007,data/processed/caltech_wheelchair_007.png,train
caltech_barrel_010,data/processed/caltech_barrel_010.png,train
caltech_helicopter_005,data/processed/caltech_helicopter_005.png,train
caltech_chandelier_005,data/processed/caltech_chandelier_005.png,train
caltech_dragonfly_010,data/processed/caltech_dragonfly_010.png,train
caltech_crayfish_007,data/processed/caltech_crayfish_007.png,train
caltech_pagoda_009,data/processed/caltech_pagoda_009.png,train
caltech_umbrella_005,data/processed/caltech_umbrella_005.png,train
caltech_brontosaurus_002,data/processed/caltech_brontosaurus_002.png,train
caltech_windsor_chair_005,data/processed/caltech_windsor_chair_005.png,train
caltech_joshua_tree_006,data/processed/caltech_joshua_tree_006.png,train
caltech_emu_003,data/processed/caltech_emu_003.png,train
caltech_electric_guitar_003,data/processed/caltech_electric_guitar_003.png,train
caltech_dollar_bill_003,data/processed/caltech_dollar_bill_003.png,train
caltech_rooster_008,data/processed/caltech_rooster_008.png,train
caltech_scissors_001,data/processed/caltech_scissors_001.png,train
caltech_stapler_002,data/processed/caltech_stapler_002.png,train
caltech_starfish_005,data/processed/caltech_starfish_005.png,train
caltech_sea_horse_008,data/processed/caltech_sea_horse_008.png,train
