image_id,file_path,width,height,aspect_ratio,total_pixels,mean_luminance,std_luminance,min_luminance,max_luminance,median_luminance,dark_pixel_ratio,bright_pixel_ratio,luminance_range,rms_contrast,michelson_contrast,p10_luminance,p90_luminance,iqr_luminance,shannon_entropy,shannon_entropy_y,sobel_edge_density,mean_edge_magnitude,std_edge_magnitude,laplacian_variance,local_variance_mean,local_variance_std,glcm_contrast,glcm_homogeneity,noise_estimate,dark_chroma_variance,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_u,mean_v,std_u,std_v,colorfulness
caltech_BACKGROUND_Google_001,data/processed/caltech_BACKGROUND_Google_001.png,145.0,144.0,1.0069444444444444,20880.0,133.48590087890625,56.322322845458984,2.9679999351501465,254.5439910888672,114.69400024414062,0.006082375478927203,0.13218390804597702,251.57599115371704,0.42193461670995513,0.9769486429597164,73.18900299072266,232.78768920898438,95.99925231933594,7.158262034553738,7.158262034553738,0.5672413793103448,121.09759521484375,157.9411163330078,2962.943603515625,1395.9803466796875,1575.0924072265625,2.7441470162779424,0.7029438130663095,4.713830753504499,493.98152923583984,171.022705078125,125.0174331665039,78.63917541503906,84.26270294189453,70.43750762939453,85.87188720703125,97.04813385009766,154.77374267578125,41.270957946777344,52.24640655517578,162.820066221566
caltech_BACKGROUND_Google_002,data/processed/caltech_BACKGROUND_Google_002.png,656.0,817.0,0.802937576499388,535952.0,177.766845703125,104.95377349853516,0.0,255.0,251.09400939941406,0.2385661402513658,0.6687184673254322,255.0,0.5904012781067695,0.9999999960784314,0.0,255.0,177.89199829101562,4.032571921001577,4.032571921001577,0.21164581902856971,103.4056625366211,263.3692932128906,12768.513671875,2716.827392578125,4654.39208984375,7.198910178682839,0.9062018142933079,8.983489214111408,75.70904731750488,182.2969512939453,179.3651123046875,157.65579223632812,109.74787902832031,107.0753173828125,114.8584213256836,116.65064239501953,131.2311553955078,39.12602615356445,18.353660583496094,93.38064850678225
caltech_BACKGROUND_Google_003,data/processed/caltech_BACKGROUND_Google_003.png,144.0,144.0,1.0,20736.0,6.873215675354004,36.4378662109375,0.0,255.0,0.0,0.9741994598765432,0.023678626543209878,255.0,5.301428418748456,0.9999999960784314,0.0,4.0,0.0,1.2432004466429099,1.2432004466429099,0.12567515432098766,53.098270416259766,183.4083709716797,12164.66015625,1099.2958984375,2409.794677734375,5.805361305361307,0.9481303743806629,6.363098997193002,0.0,6.873215675354004,6.873215675354004,6.873215675354004,36.4378662109375,36.4378662109375,36.4378662109375,128.0,128.0,0.0,3.178914482759865e-07,0.0
caltech_BACKGROUND_Google_004,data/processed/caltech_BACKGROUND_Google_004.png,200.0,200.0,1.0,40000.0,168.71397399902344,80.6257553100586,3.63100004196167,255.0,169.19000244140625,0.0284,0.422875,251.36899995803833,0.47788427313460713,0.9719213819895276,56.04890060424805,255.0,162.18374633789062,6.172493516137429,6.172493516137429,0.595325,119.76777648925781,150.98834228515625,3020.4580078125,1262.288818359375,1684.8262939453125,2.6047236180904516,0.7037192747080209,4.917128318263558,54.45743370056152,175.9960174560547,166.7269744873047,159.8458251953125,75.641845703125,82.83956146240234,88.488037109375,122.99539947509766,133.1940460205078,9.091943740844727,11.055486679077148,34.078847362933885
caltech_BACKGROUND_Google_005,data/processed/caltech_BACKGROUND_Google_005.png,180.0,199.0,0.9045226130653267,35820.0,166.15464782714844,83.87519073486328,0.5699999928474426,255.0,192.25350952148438,0.12568397543271914,0.4175321049692909,254.43000000715256,0.5048019500322202,0.995539378717118,33.205501556396484,253.77200317382812,154.9145050048828,7.415830191195175,7.415830191195175,0.6418760469011725,136.29458618164062,181.1797332763672,3658.315185546875,1680.014404296875,2235.102783203125,3.3865794898474597,0.7181072582891219,4.179118509487406,38.08921146392822,179.2387237548828,161.48509216308594,155.88177490234375,80.57988739013672,88.23990631103516,80.75089263916016,122.20266723632812,137.3324432373047,12.733063697814941,14.019597053527832,45.93330693799275
caltech_BACKGROUND_Google_006,data/processed/caltech_BACKGROUND_Google_006.png,700.0,889.0,0.7874015748031497,622300.0,233.27906799316406,51.878971099853516,0.0,255.0,255.0,0.014348385023300658,0.8441700144624779,255.0,0.22239016695224278,0.9999999960784314,158.0,255.0,8.0,3.309487116949554,3.309487116949554,0.363652579141893,132.73927307128906,228.19683837890625,13124.6806640625,1921.71630859375,2454.742431640625,7.29118838058913,0.8047729162908384,10.614801727821591,0.0,233.27906799316406,233.27906799316406,233.27906799316406,51.878971099853516,51.878971099853516,51.878971099853516,128.0,128.0,0.0,6.271525307965931e-07,0.0
caltech_BACKGROUND_Google_007,data/processed/caltech_BACKGROUND_Google_007.png,150.0,176.0,0.8522727272727273,26400.0,100.92276763916016,60.65929412841797,0.0,252.60800170898438,83.97750091552734,0.16083333333333333,0.03640151515151515,252.60800170898438,0.6010466710965844,0.9999999960412972,31.805999755859375,194.2246856689453,85.68349838256836,7.6517551121510445,7.6517551121510445,0.5653409090909091,116.80767059326172,161.83763122558594,2521.50537109375,1530.76806640625,2031.37158203125,2.5155471745256968,0.7480548841701533,3.4435629639028478,95.45566463470459,108.02488708496094,101.23731231689453,80.67560577392578,77.60591888427734,69.42475128173828,64.37934875488281,116.57384490966797,133.06570434570312,25.89716148376465,37.70698165893555,102.85089278415784
caltech_BACKGROUND_Google_008,data/processed/caltech_BACKGROUND_Google_008.png,439.0,382.0,1.149214659685864,167698.0,78.59318542480469,63.421932220458984,0.0,255.0,52.06100082397461,0.057704921943016615,0.08498014287588403,255.0,0.806964765083535,0.9999999960784314,50.130001068115234,200.20179748535156,6.129997253417969,4.624252834308677,4.624252834308677,0.31332514400887307,114.0725326538086,217.61383056640625,13888.20703125,1936.053955078125,3003.00927734375,7.310531735252713,0.8238050220172576,8.781336899113839,136.11215591430664,131.14266967773438,41.587425231933594,131.3131866455078,51.14641189575195,79.4605712890625,50.740631103515625,157.75167846679688,165.48184204101562,18.475936889648438,24.224592208862305,93.82834646025556
caltech_BACKGROUND_Google_009,data/processed/caltech_BACKGROUND_Google_009.png,500.0,296.0,1.6891891891891893,148000.0,122.01922607421875,58.5971794128418,2.990000009536743,252.947998046875,124.58550262451172,0.11589864864864866,0.028844594594594593,249.95799803733826,0.48022906567995055,0.9766349622130341,38.10199737548828,198.22801208496094,107.92523193359375,7.612452536494376,7.612452536494376,0.5581351351351351,103.51885223388672,144.69284057617188,3072.206298828125,968.1276245117188,1360.9136962890625,2.4691454950211926,0.7470963170866814,4.322176937972862,36.555992126464844,123.76762390136719,123.83841705322266,108.06636810302734,71.37335205078125,59.20478057861328,59.98308563232422,120.12591552734375,129.24705505371094,22.95928192138672,20.488554000854492,67.70821781961982
caltech_BACKGROUND_Google_010,data/processed/caltech_BACKGROUND_Google_010.png,500.0,500.0,1.0,250000.0,66.55169677734375,49.8109130859375,0.0,255.0,58.0,0.327116,0.010336,255.0,0.748454430908518,0.9999999960784314,5.0,135.0,61.0000057220459,7.272165835325875,7.272165835325875,0.306148,42.73360824584961,72.36824798583984,643.9449462890625,261.3269348144531,620.4490356445312,0.5726653306613245,0.8910503834345443,1.451225187651946,433.7991590499878,60.3714714050293,59.908294677734375,116.96892547607422,51.36013412475586,51.52737045288086,67.01522064208984,156.45216369628906,123.59187316894531,30.57436180114746,4.764119625091553,78.12936567983729
caltech_Faces_001,data/processed/caltech_Faces_001.png,510.0,337.0,1.513353115727003,171870.0,138.835205078125,50.587562561035156,0.0,254.70098876953125,152.1160125732422,0.03169837668004887,0.022220282771862453,254.70098876953125,0.36437128585791595,0.9999999960738276,65.15699768066406,197.11599731445312,83.07999420166016,7.505481484379489,7.505481484379489,0.495886425786932,71.01622772216797,110.99830627441406,2010.2022705078125,515.8399047851562,983.1876220703125,1.5590734292984565,0.8100297841100869,2.5109982668523516,19.709372520446777,146.8629608154297,136.94203186035156,127.5282974243164,57.03881072998047,50.07438659667969,47.97612762451172,121.6191177368164,133.7259063720703,9.208059310913086,12.206257820129395,36.97050660417176
caltech_Faces_002,data/processed/caltech_Faces_002.png,519.0,343.0,1.5131195335276968,178017.0,104.61036682128906,57.476436614990234,0.0,255.0,110.12600708007812,0.16509659189852655,0.009841756686159187,255.0,0.5494334625912033,0.9999999960784314,24.070999145507812,178.2989959716797,96.81299209594727,7.719945523299179,7.719945523299179,0.6607009442918373,102.80193328857422,128.45303344726562,2618.315673828125,819.327880859375,1092.3338623046875,2.1671391471851105,0.7436351882940988,3.0995049429951176,67.68267822265625,108.7683334350586,103.21583557128906,100.88544464111328,66.8373794555664,58.32769012451172,56.10698699951172,125.89789581298828,130.9657440185547,14.65196704864502,20.3187255859375,54.277415137822764
caltech_Faces_003,data/processed/caltech_Faces_003.png,492.0,325.0,1.5138461538461538,159900.0,158.24029541015625,77.57266235351562,1.7660000324249268,255.0,181.1009979248047,0.0720012507817386,0.32668542839274545,253.23399996757507,0.4902206587912889,0.9862442805875852,45.76100158691406,254.42999267578125,146.53900146484375,7.440926626204882,7.440926626204882,0.5619324577861163,78.6724853515625,99.42784881591797,1923.9281005859375,491.69024658203125,777.3305053710938,1.449767026097768,0.7635695382839165,3.6200885133157787,22.824910163879395,159.12310791015625,159.2412567138672,150.77073669433594,75.3104019165039,81.86595153808594,72.93789672851562,123.78467559814453,128.6296844482422,13.357242584228516,12.357396125793457,39.94385338442949
caltech_Faces_004,data/processed/caltech_Faces_004.png,538.0,355.0,1.5154929577464789,190990.0,103.97891235351562,57.527523040771484,0.0,253.63198852539062,87.75699615478516,0.15944290276977852,0.01641447196188282,253.63198852539062,0.5532614372029925,0.9999999960572797,32.97800064086914,183.81500244140625,101.84101104736328,7.584330353262516,7.584330353262516,0.5084768836064716,62.26504135131836,89.67454528808594,1320.334716796875,387.001708984375,824.1751098632812,1.0866435268965358,0.8041998616796817,2.6239415549533787,15.840640544891357,100.48270416259766,106.83798217773438,98.42707824707031,71.72354125976562,59.007816314697266,54.09107971191406,124.86691284179688,125.50626373291016,21.73578453063965,24.064817428588867,69.23843587165149
caltech_Faces_005,data/processed/caltech_Faces_005.png,528.0,349.0,1.512893982808023,184272.0,114.9539794921875,47.65861892700195,0.5870000123977661,254.41299438476562,106.88799285888672,0.037829947034818096,0.026037596596335852,253.82599437236786,0.4145886790778935,0.9953960743294641,63.909000396728516,189.9014892578125,60.21900177001953,7.473503656475751,7.473503656475751,0.3863256490405488,47.18458557128906,71.66232299804688,518.861328125,257.091552734375,580.9617309570312,0.5722973235610934,0.85683327215626,1.516508423823249,17.346580028533936,117.69004821777344,116.67061614990234,98.93867492675781,56.450096130371094,45.20889663696289,46.650325775146484,118.9620132446289,129.9515380859375,10.702078819274902,10.024066925048828,35.55828939846509
caltech_Faces_006,data/processed/caltech_Faces_006.png,513.0,339.0,1.5132743362831858,173907.0,95.17469787597656,57.53190612792969,0.0,253.74598693847656,74.70899963378906,0.14003461620291305,0.04195345788266142,253.74598693847656,0.6044873985143919,0.999999996059051,32.959598541259766,184.74900817871094,86.81950378417969,7.472244767242183,7.472244767242183,0.5288861287929756,71.4415283203125,103.06725311279297,1497.38623046875,518.2472534179688,972.3189086914062,1.2938337259742658,0.792142294633291,2.608606319944025,45.17724418640137,98.58784484863281,95.35800170898438,85.27880859375,66.05902862548828,56.089149475097656,55.10330581665039,122.41542053222656,130.43447875976562,11.214888572692871,13.52183723449707,39.957060998541316
caltech_Faces_007,data/processed/caltech_Faces_007.png,545.0,360.0,1.5138888888888888,196200.0,131.6916961669922,67.53199005126953,0.4560000002384186,255.0,129.38351440429688,0.062186544342507644,0.1414729867482161,254.54399999976158,0.5128037036809946,0.9964299096638721,50.999000549316406,249.77200317382812,106.90425872802734,7.608183403714772,7.608183403714772,0.4621967380224261,68.4660873413086,116.56328582763672,965.8471069335938,618.9251098632812,1375.3525390625,1.1167828235621697,0.8312416529419291,1.6578744856779266,26.379368782043457,137.0841827392578,130.27073669433594,124.86497497558594,72.6452407836914,66.78860473632812,66.61662292480469,124.14745330810547,131.8462677001953,10.808198928833008,11.585870742797852,35.91512410433362
caltech_Faces_008,data/processed/caltech_Faces_008.png,555.0,367.0,1.5122615803814714,203685.0,144.6168212890625,65.28370666503906,0.0,255.0,148.67300415039062,0.0248324618896826,0.22824459336720918,255.0,0.45142539873092297,0.9999999960784314,59.36800003051758,226.92698669433594,130.5170135498047,7.584686249856691,7.584686249856691,0.3310307582787147,42.14018249511719,73.26161193847656,482.9471435546875,218.77488708496094,580.5714721679688,0.5485900166423643,0.8772103448255089,1.1189069407472934,19.581462860107422,153.8528289794922,141.4182586669922,136.86228942871094,69.50617218017578,65.22200012207031,62.16475296020508,123.62386322021484,134.58773803710938,11.105558395385742,10.263593673706055,35.8251461595938
caltech_Faces_009,data/processed/caltech_Faces_009.png,504.0,333.0,1.5135135135135136,167832.0,128.79197692871094,50.539005279541016,0.5699999928474426,255.0,146.11599731445312,0.05386338719672053,0.010415177081843748,254.43000000715256,0.3924080217753579,0.995539378717118,55.24250030517578,181.2609100341797,88.65299987792969,7.253099956520178,7.253099956520178,0.32967491300824636,40.173274993896484,70.72012329101562,510.5914611816406,252.80995178222656,629.315185546875,0.5322024801900068,0.8833467131540176,1.165687167566592,11.895625591278076,136.30325317382812,126.93547058105469,118.65068817138672,57.13363265991211,49.48155212402344,48.085365295410156,122.27691650390625,133.35752868652344,6.995054244995117,11.716386795043945,33.31947475925323
caltech_Faces_010,data/processed/caltech_Faces_010.png,532.0,351.0,1.5156695156695157,186732.0,131.9624786376953,59.847450256347656,0.29899999499320984,253.17599487304688,138.23599243164062,0.030428635691793587,0.0698594777542146,252.87699487805367,0.4535186851645983,0.9976407890334961,53.071998596191406,211.72100830078125,113.86900329589844,7.618729675963136,7.618729675963136,0.3637084163399953,44.62259292602539,74.39947509765625,445.41339111328125,259.28515625,632.6956787109375,0.539221435964494,0.8756446535471578,1.1276260075370916,14.77910566329956,145.50782775878906,127.42192840576172,119.81547546386719,66.43756103515625,58.70702362060547,56.952293395996094,121.1450424194336,137.6614532470703,11.494588851928711,10.567551612854004,39.28269012624092
caltech_Faces_easy_001,data/processed/caltech_Faces_easy_001.png,290.0,334.0,0.8682634730538922,96860.0,137.0116424560547,52.221153259277344,0.2280000001192093,254.47299194335938,150.84298706054688,0.028866405120792898,0.02785463555647326,254.24499194324017,0.3811439082257767,0.9982096614741521,63.051002502441406,200.0989990234375,88.01373291015625,7.517928392920858,7.517928392920858,0.5383027049349577,62.739402770996094,89.93566131591797,1488.16943359375,382.9964599609375,734.4359741210938,1.1647025857860949,0.8121710139704388,2.343778770596732,17.912628650665283,151.084228515625,132.23257446289062,124.70995330810547,60.9218635559082,50.47787857055664,51.17238998413086,121.05773162841797,138.03750610351562,9.41950511932373,13.636295318603516,42.09830122473554
caltech_Faces_easy_002,data/processed/caltech_Faces_easy_002.png,263.0,332.0,0.7921686746987951,87316.0,105.755615234375,61.45775604248047,0.0,252.947998046875,116.01800537109375,0.20343350588666453,0.0126551834715287,252.947998046875,0.5811299506427927,0.9999999960466183,19.029001235961914,181.12600708007812,108.67325210571289,7.712669713675281,7.712669713675281,0.6754203124284209,87.97911834716797,109.63211822509766,1910.9639892578125,634.5147705078125,986.7570190429688,1.6199900468081494,0.7611727751738404,2.7825875398611757,45.74730682373047,115.38751220703125,103.01478576660156,94.60588836669922,72.96331024169922,60.33560562133789,57.39674377441406,121.70781707763672,134.87010192871094,14.81791877746582,18.246980667114258,54.325875416785976
caltech_Faces_easy_003,data/processed/caltech_Faces_easy_003.png,279.0,308.0,0.9058441558441559,85932.0,134.71359252929688,74.91179656982422,1.3250000476837158,255.0,103.05899810791016,0.07401200949588047,0.2220127542708188,253.67499995231628,0.5560819410071839,0.9896615582384238,43.94999694824219,240.13101196289062,138.64450073242188,7.61737971968367,7.61737971968367,0.5497719126751385,68.73753356933594,86.20077514648438,1441.378173828125,407.7394714355469,737.013916015625,1.1240873082385576,0.7825839828734809,3.105254572836134,29.84128475189209,141.14442443847656,132.11666870117188,131.21853637695312,70.5201187133789,80.48524475097656,68.61415100097656,126.02762603759766,132.58689880371094,10.85017204284668,13.777932167053223,39.621563138166664
caltech_Faces_easy_004,data/processed/caltech_Faces_easy_004.png,261.0,322.0,0.8105590062111802,84042.0,107.8497085571289,61.26648712158203,0.0,253.74598693847656,99.11499786376953,0.1988648532876419,0.024047500059494062,253.74598693847656,0.5680728058811197,0.999999996059051,32.0,189.13589477539062,117.15924072265625,7.563592429299674,7.563592429299674,0.5180623973727422,52.857303619384766,71.36434173583984,747.8844604492188,283.5329284667969,661.72265625,0.715048391954331,0.8265216857806441,1.9495530378733334,18.544851303100586,118.8271255493164,104.80686950683594,94.72598266601562,78.55924987792969,59.62336349487305,56.8013801574707,120.5938491821289,135.82981872558594,19.29329490661621,24.055734634399414,70.33849485541117
caltech_Faces_easy_005,data/processed/caltech_Faces_easy_005.png,290.0,330.0,0.8787878787878788,95700.0,122.11515045166016,57.73616027832031,0.0,252.78298950195312,113.56900024414062,0.06842215256008359,0.04617554858934169,252.78298950195312,0.4728009554258747,0.9999999960440377,49.0989990234375,202.10430908203125,96.95425415039062,7.711112461215761,7.711112461215761,0.5429153605015674,60.69378662109375,77.42841339111328,738.01025390625,329.6569519042969,627.5665283203125,0.7608407496849432,0.812105327679921,2.0231706174280792,12.53450870513916,129.8927764892578,120.72874450683594,108.85479736328125,68.65338897705078,54.179893493652344,56.915016174316406,120.51673126220703,133.54750061035156,10.65672492980957,12.170166015625,39.095971521859084
caltech_Faces_easy_006,data/processed/caltech_Faces_easy_006.png,289.0,329.0,0.878419452887538,95081.0,108.54427337646484,58.23389434814453,0.2280000001192093,253.63198852539062,88.94200134277344,0.0881984833983656,0.03473880165332716,253.40398852527142,0.5364989971389142,0.9982037303275293,42.108001708984375,188.9180145263672,100.87799453735352,7.643388467809005,7.643388467809005,0.6193771626297578,73.59711456298828,96.33660888671875,1701.611083984375,491.6079406738281,900.3510131835938,1.341753171678839,0.7776057665392089,2.915059236723653,43.47673988342285,119.14441680908203,105.93876647949219,94.15814208984375,67.67059326171875,56.14255905151367,55.46431350708008,119.88142395019531,135.56072998046875,11.56367015838623,12.726183891296387,42.23858095651095
caltech_Faces_easy_007,data/processed/caltech_Faces_easy_007.png,276.0,342.0,0.8070175438596491,94392.0,141.5415496826172,65.26344299316406,0.0,255.0,147.0550079345703,0.04887066700567845,0.15430333079074499,255.0,0.4610903489358133,0.9999999960784314,54.62299728393555,247.84300231933594,102.3330078125,7.618435643684782,7.618435643684782,0.5385625900500043,69.36524200439453,110.1041259765625,950.1268920898438,599.4605712890625,1394.3831787109375,1.0729426545666296,0.8163092782079076,1.9778774040506566,13.66907787322998,152.2342529296875,137.71470642089844,133.20156860351562,71.40209197998047,64.06466674804688,62.98122024536133,123.29345703125,135.6267547607422,9.757102966308594,10.99111270904541,35.898025695348366
caltech_Faces_easy_008,data/processed/caltech_Faces_easy_008.png,287.0,335.0,0.8567164179104477,96145.0,126.06554412841797,63.25341796875,0.5870000123977661,255.0,106.20899963378906,0.04360081127463727,0.11613708461178428,254.41299998760223,0.5017502435286045,0.995406648146638,54.825801849365234,217.7969970703125,116.55598449707031,7.620530765696476,7.620530765696476,0.48310364553538926,52.817420959472656,75.14693450927734,582.0413208007812,273.7819519042969,575.1270141601562,0.6530060701349365,0.8415582980442853,1.3890636986766371,15.16556692123413,141.00128173828125,120.01689910888672,118.03718566894531,70.58622741699219,60.97380447387695,65.14961242675781,123.46932220458984,138.6531524658203,11.845632553100586,12.106651306152344,42.052947508284404
caltech_Faces_easy_009,data/processed/caltech_Faces_easy_009.png,263.0,324.0,0.8117283950617284,85212.0,134.7490234375,52.83852005004883,1.5379999876022339,254.20199584960938,155.62200927734375,0.06280805520349246,0.012791625592639534,252.66399586200714,0.39212543668215327,0.9879721552621961,53.01399612426758,186.59169006347656,92.24999237060547,7.328145647689942,7.328145647689942,0.45108670140355817,46.55998992919922,67.53134155273438,507.1457214355469,250.5261993408203,541.0197143554688,0.5522128401606482,0.8573857802566728,1.4060260067210146,6.357163429260254,150.50465393066406,129.47410583496094,120.58621978759766,58.80658721923828,52.26090621948242,51.80051040649414,120.00745391845703,139.23797607421875,7.90119743347168,12.9778470993042,40.32044946818671
caltech_Faces_easy_010,data/processed/caltech_Faces_easy_010.png,264.0,331.0,0.797583081570997,87384.0,131.0855255126953,63.94196319580078,3.2890000343322754,252.947998046875,147.0590057373047,0.039732674173761785,0.0673006500045775,249.65899801254272,0.4877881250269698,0.9743284494735289,47.913002014160156,209.04100036621094,124.4830093383789,7.530775831093384,7.530775831093384,0.4817815618419848,50.603336334228516,71.09046936035156,441.9998779296875,303.554443359375,698.4671020507812,0.5611086665093464,0.8479388591028004,1.3759871948164175,8.027114629745483,152.64260864257812,123.37543487548828,114.24566650390625,73.17604064941406,61.253692626953125,60.92539978027344,118.49669647216797,143.37594604492188,11.184539794921875,10.904067993164062,43.33284729571457
caltech_Leopards_001,data/processed/caltech_Leopards_001.png,192.0,128.0,1.5,24576.0,102.42950439453125,33.14202880859375,0.0,250.55398559570312,107.8125,0.056559244791666664,0.0037434895833333335,250.55398559570312,0.32355939512681875,0.9999999960088441,68.25,130.28298950195312,27.665504455566406,6.627669114338229,6.627669114338229,0.6041259765625,80.51966094970703,99.0342788696289,3815.414794921875,638.0197143554688,813.5796508789062,2.134737953649119,0.7427591594961873,5.859411010252732,12.522216320037842,109.38443756103516,106.213623046875,64.70316314697266,37.734336853027344,32.84421157836914,25.99510383605957,106.7097396850586,132.96070861816406,6.027102470397949,5.507634162902832,29.667591657490625
caltech_Leopards_002,data/processed/caltech_Leopards_002.png,192.0,128.0,1.5,24576.0,77.61358642578125,32.36274337768555,0.0,250.66799926757812,77.89600372314453,0.08939615885416667,0.0032145182291666665,250.66799926757812,0.41697265196809435,0.9999999960106596,43.10700225830078,109.89599609375,29.537994384765625,6.771778023293818,6.771778023293818,0.8045247395833334,86.15912628173828,77.44054412841797,2599.798583984375,471.8274230957031,544.6471557617188,1.6082424875637265,0.6910602277907503,5.7887119515364995,15.662206649780273,85.0670166015625,79.46590423583984,48.52689743041992,37.35236740112305,31.651506423950195,24.759967803955078,111.58538818359375,133.31626892089844,5.820755481719971,4.69845724105835,25.456739627040577
caltech_Leopards_003,data/processed/caltech_Leopards_003.png,192.0,128.0,1.5,24576.0,133.92543029785156,56.687660217285156,0.0,250.19500732421875,133.63800048828125,0.06453450520833333,0.0125732421875,250.19500732421875,0.4232777872576808,0.9999999960031177,63.0109977722168,199.8249969482422,93.23700714111328,7.34601992169978,7.34601992169978,0.6455078125,103.90396881103516,134.48797607421875,5034.93359375,1262.1571044921875,1816.438232421875,3.0021211660551597,0.694614354678532,7.97054162942123,22.449918270111084,146.6900634765625,130.9004669189453,116.02217864990234,57.200035095214844,55.044185638427734,70.52556610107422,117.89657592773438,137.1045684814453,14.163229942321777,7.481307029724121,40.388259481392076
caltech_Leopards_004,data/processed/caltech_Leopards_004.png,192.0,128.0,1.5,24576.0,129.4371795654297,40.34682083129883,0.0,251.35198974609375,144.00900268554688,0.061116536458333336,0.0026448567708333335,251.35198974609375,0.3117096699344727,0.9999999960215155,76.63800048828125,159.15699768066406,32.40800476074219,6.635335964647697,6.635335964647697,0.644775390625,99.77410888671875,125.0986099243164,6007.09912109375,1099.925537109375,1417.6282958984375,3.2426180028788965,0.6963403606696532,8.718370830392876,19.822064876556396,145.0646514892578,130.4364471435547,83.30399322509766,43.856712341308594,40.85237121582031,31.050308227539062,101.9654769897461,139.14654541015625,8.098407745361328,4.082879066467285,35.07269754588742
